playlist_id,track_ids
1174,18802 12445 15752  2960  6423 11174 17080 12360 17312  9465
1238,10848  7506  1111  8145  5606 20172  4910   868 11369  5141
1254,11070  2780  5606  5881  7009  5100 10629  9291 12599  1719
1274,10848  2674 20134  5881  8956  3885  5606 13139 11070 17239
1285, 9477  3876 16583  4346  7989  1641 10346  9804  3698  2665
1302, 1357 18763  1710 18963  7931  9441  8838 10930  1850 17166
1316,19733  3893 16451 15471  2887 20415 15458 20491  5661  1525
1319,18254  9477  9441  1473 14375 19858 14213  1641  4745 16583
1341, 8749 20242 12393 20443 13542 17154  2674 16973 15558  3648
1346, 8356  1944  4347 18830  8725 17200  8138   770  7256 14154
1350, 9246 17663  3242  2551  6672  4253 15988 19969 20232  9473
1353,13980  8956 15578 13237 14591  6253  3885 17239 13139 10264
1363,16494 10848 20548 10591  5606 14826 20172 20134  8491   868
1371, 8138  1944 18361 12075  4148  9231  2508  4543 16457  1898
1379, 2085 17709  8692 11006  6569 12789  8378  9530  1434 17281
1383, 1056 10913  9051 13592   456  6093 19773 16225 13787  3173
1390, 4743  8539 15090  4058 12436  4523 14826 10848  1591 11759
1398, 9508  8996 13906 13041  7760 13486  3473  4952 11970 17555
1404,19075  2665   387  5023   394  4745  8342 19770 18743  3799
1415,16199 15578  8488 16630  8956  5725 12414 10496  6892 16471
1417, 5700 12472 10446 11227 17748 18798  9521   820  9216 18244
1454,16583  2132  9804 10691 20461  6971 14904  8112 17657 14659
1456, 1111  4433 17346 19075 15585  9477 19192 13251  2144    28
1463, 9060 18026  9670 17764 16585  7323  3413     6 16861  2186
1481,20172  1641  8491 14826  2497   411  2272 14904 10706 20134
1505, 9804 15386 10977  4839 17657  3410 10691 14751 11774 17550
1519,17034   573 14826   797  5606 10848  4910 12510 10269 10591
1524, 9007 17247 17530 16583 17131 11006  8456  7889  9392  6220
1534,16861 12173 20121 19205  6197  8297  2392 15312 18026  3413
1542,13908 12220 20417   214 12769 17213   579 20163 19295 13154
1545,17281  3650  2085  6667  2090  1180 13435 18254  1023 10089
1554,20172 14826   411  5606  7506  8491   868  8145  2497 15771
1560,15312  9670 17764  7323 11654 18289  3413  2212 14679  3832
1588, 4774  3685  3511 13129  9388 10543 11715  9718 19558 10521
1590,15328  6323 17382  5349 19723  7126 12837  1831  7375  6227
1601,20172 10848  7506  2497 16502  4401  8145   868  2919  8491
1637, 9003  8045  4743  9231  8709  7544  6776 18404  8466 12931
1639,18987 15386  9093  5746 17550 12818 20351 10367 14694  3410
1661,  344  2336 15053  5924 13542 15498  4720 11233 14597  5100
1673, 4743  8138   405 17200  1944 18361 12075  1898  3855 17820
1679, 7153   660 19838  3790 11357  5100   956 14247 12599 16601
1682,14360  7989 12910  2980  4954 14662 14615  4301 10833 11715
1692,12507 14907 11157 11740  5020  3304 20532 15942 16484   508
1701, 6220  9183  1180  6139 17530  6971 11407  1066 10259  6433
1703, 5100 15781 10706  4026  1641  3551 10708  5359  7163 11357
1712,13034 13006 18074 17826  5881 11070 15907  2117 13550 20555
1713,20287  9941  3811  1069  5606  2997 13452   667 10636 11896
1729, 3698  3001  4301 15750  7989 14360 16673  6823  1290 16083
1730, 9246 12071  6672  3961  3242 18824  8047 19969  9473  7490
1731,10019  9205 10910 19396  1329 17138   553 11870 16274 16460
1734,13980 17239 13237  6253 14395 14591 14758 16471 17597 12563
1740,15312  7323     6 11654  3413 17764  3919 16585 16861 18289
1742,14826  8145 11943 10848 10711  7506  4910  4949  1422 15187
1747,13269  1329  3377  8296   836 18504  6780  8486 14087 17321
1755,11233 14668 13542  8749 17634 12311  5924   362 17154 14714
1766,10848   411  2272  2497 20172  2873  6103 20263  5572 18266
1807, 8491 14826   797  2497  1111 17984  2873 15771 18096 20263
1814,17383 17748 15548 12804 10446 15503 15392 19135 18376 15667
1820, 5817 18040  9229 13862 16008 12075  3855  4743 10975 14149
1852, 1710  2980 16297  6823  1290 20120  7131 11157 16083  4812
1854,10848  2997 20172  4910 11943  5141  8491  8767 10711  8539
1871,10511   339 11882  5965 10916 19711 13670 12576 19969 16941
1880,10496  8956 15578 19662  6892 17597 12563 14859  8229 17239
1881,16433 13402  4346  3876  8540 16905  1698  2665 10855 15779
1883, 4998  9441 15410 10591  4812  9392 12622 11774 12237 17699
1885,10706 15781  3790 12599  4013 12639 14826 10269 18332 10848
1898,18254 18615 14213  4710  1473  9441 20120 13043 15092  1012
1904,12311   956 15498 12393  5924 15090 11233 11496  8275 14714
1907, 8956 13980 15578 13237  6253 18381 18728 14395  3885 13139
1912,16820 15669 12599  1719 17918  2780  9941  5100 11850 12639
1916, 8356  8138  1944  4543  8001 18830  6695 18361  4148  4743
1927, 8018   541  2674  2437 20242 11070  8749  5576  2765  1895
1953, 9003 18404 19462 14907  1060  9231 12931 16708  8045 18361
1958, 9003 14430  6408 12623  7544 12931  9257 15050  9231  8045
1959, 8356 16457  4148 14907 17200  8169  1898  2508 12075 16521
1963, 8956 13980 15578 14591  3885  6253 17239 13139 14395  4364
1967,19984  6092 17131 16583  1849  6220  5023  6442 13370 15949
1978,12173 15312  9670 11654 17764  7323     6  3413  9060  3919
1979, 8437 10089  1023  6433 11740  7889 20461 20532  2134 13435
1986,11157  1290 18262  7989  3698  4301   817  4144   607 16083
2005,10848  4910 12510 16601   868 10269 16494  8866  8145 20172
2014,13368 10496 12718 13452  8956  5180 12425 10041 13980 19662
2015, 9804 14904 15750 10691 16583 20461 19305  6433 13622  6971
2022, 8342  5023  8033 16331 12119  9804 14306  2665 19305 12196
2042,16820  5100   648 12639 10848  2780 11070  8767 20134  2437
2061, 6844  5165  4986   344 11750 18991 19536  5765  8021 10654
2068,15578  8956 16471 13980 11896  2740 17034  8229 12563 17096
2070,14826 20172  8491  2497 16494   411  5606  4910  7506 11943
2080,10591 16905   797 15542 10269 19602  3519  5463  6353 14322
2125, 8749  4965 19398  5924  8690 10679 12311 13542  4692 17334
2134,10496 11896 13980  8956 19662 14758 15578  8229  3347  6253
2142,  699  4202  2336  4834  4720 16866 12119  4219   344 12587
2162,14826  7506 10848 10591 15542 12510   868  1714 14322   797
2164, 1144  7722 10636 20172 12718  7394  1231 15781 14826  1482
2171,16433 10300  3698  1290 19243 10591 15942 14322  6823 15775
2174,10848 14826  7506  1111   868  8145 16601  8539  5141  8866
2180,15578 17239  6253   360 14395 18728  2674 11366 15209 11206
2185, 6925  3535  7436 19091 15624 16465  7000  4087 20254 11282
2213, 6971 11006 10089 11157 19624  7989  1023  8437 13129  2085
2227,10269 15781 20169 16866  4202 10706  1111 19602 16905  8345
2229, 8956 13980 15578  2740 14591 13237 17096 17239 14395 16509
2240, 9231  4839  4743 17281  9003  1023  2132  2980  7889  7544
2246,14758 16583  4839  4106 18266 20263 17774  7485 11638 19055
2251, 1898  7197 12075  3855 18040  4743  4916  8169 11759 13862
2261,18440 11070 19008  2674  1020  2336   541 16820 11896 18074
2275, 1898    56  9003  2508  6776  8045  4800 14907  9229  8169
2277, 5606   868 10848  4013  7506   648 14826 20172  4949  1111
2278, 8956 13980 15578 14758 13237 17597  8229 12563 17239  3347
2280, 3001  9903 15750  4301  4954  8643  6823 11715  7989 17114
2292,19850 10019  1813  7539 10910  1329 17138  5675 20262  9175
2306,10848  5881 20172 14826 12436 19555  8491  6681  8573 13034
2307, 4301 14360 17984  7989 17663 16673  6672 10833 17114 12910
2312, 8356  1944 17200 18361  4543  1365  4369 15886 18830  6695
2322,12173     6  2212 12295 14679  3212  3832 15241  9961 10694
2342,14826  5606 10848  7506  1111 20172 10591  1714  8145 11943
2358,   28 10269   797  3698 19602  1290  3022 16254 18358  8452
2363, 1063  4250  6893 18191  6620 20468 15640 17131  3011  1442
2364, 8956 13980 11366 17096  4364 13237 15578 18728 17597 12563
2371,11740 16494  6220 10089  8437  5020  6971  9007 12765  1951
2374,18852 11510  8047 12071  3961  9882 18645  7490 14370  7416
2375, 8956 15578  6253 17239 14591 14395   360 18381 11366  4364
2389,14826 10848 14453  2336 11943  4910   868  5606  4949  1422
2416,14826 20172 12510  7506 10269 10848  3519   797  2151 16494
2420, 5020   508 11740 12507 16484 20532  6971 12765  8437  1023
2431,14826 20172  4910  1111 11369 10711 16601   411 15771 16502
2433, 1290 18726 11157  1066 19046   607 13844  7966  6823 16417
2444, 5881  8573 20242  8822 19555 15413 13550  3790 16973 10250
2473,13908 20417 12769   579 20163 13154 17309 15108 15459 16325
2484, 1195 14665  4113 17786 15499 15710 18493  1393 13959  6015
2515,12393 20242 16973 12311 20443  4965  5359  1714  5881  8304
2517, 8539 14826 10848  7506 12510  1111  1714  4910  5606 10591
2519,  648  8767  9941 20287 16601 10636 14826 10848  2780  2437
2524,13129  7989  2886  3685  1192  6577 14360 10833  9984 16673
2527,14826  4743 10848  3830  4514  5141 10300 18418 19431  9231
2545,17780 12393 18418  2765  3880 16338 14765 13123 15360 17276
2546, 9003  4743  8709  5881  8045  9231 14453 12623  8466  7544
2547,14178  4720 11133 19008  5534 17586  8934 10743  3491 18490
2559,10992 18303  7311 11507 12243  5003  7459 20488  3410 19152
2561,14904 10691 16583  2132  7000 11282 13622   394  8112  1020
2580,18096 18266  7506 12510 20172 12436  3830  5606  1111 14758
2589, 6823 10089 11740  5020  8437 20532 18726  8928 16484 18262
2593,16820  5606   648 15669  2780 17701  8953 13894 15413  7009
2598, 2674 15558  5576 10013 10250 11070  5881 17239 14395 11373
2605, 8047 12071  9246 17663 14360  3242 15988 18852 17635 10834
2622, 9003  8709 12623  7544 14430  2508  9231  4743  1060  6776
2624,14322  2980  3698  6823 15775 19078  1290  1489  6103 16083
2634,12623  2508 16521 18404  9231  9257 13670  8045  4743  6776
2664,14904 16583  4745  7321 19466  9804  3799 17657  2132 14306
2665,14826  7506   648   868 12510  2997 10848  1111  4910 11943
2666, 3698 15750 16905  2153  1290  2980 19991 15775  4954  6823
2680,  868 14826  1111  4949  2336  7506   344 20172 10711 11943
2696, 3811 10636 13452  9941 12718 17926  1746 12425 10496   573
2697, 6971  6433  3698  8437  1951  4954 17984  3001 10089  1290
2713,18615 14213 13043 19858  1473 14375 13592 10618 15092  5443
2717,18404 19462 18361 14907  8138 13670 16521  2236  3860   628
2727, 3885 17239 13139  8956  2674 15578 13237  6253 13980  9705
2730,16673  4369 12910  7989  5947  8640  4301 14360  6577  3698
2732,10269 20169 20242   797 19431 16866 10706  7009 16905 11070
2734, 3698 14360 15750 15775  3001  1290 10833 12910 16673   508
2742,  797  1111 12639  5606 10706 13029 16994  4910 19602 15781
2769, 1713  8145 18991   463  4720 11327 10596 11393  4379   344
2777,10259  6139 17530  9183 11176  6442 13435   877 11006 17131
2793,14904  2665  4745  9804  9477 16583 11029 11483 16331 10691
2807, 5606  5881  8767  2674 13550 10250   541   648 16601  2437
2817, 5734 17581  5932 13047 10594 11317  3485 10759  7229 13660
2829,17203 12393 14765  5031 19243 14994 15428 10636 13123  2317
2833, 7545 16866 16663  5630  1713 17281 10438 10706 19008 10596
2837,13980 15578 13237 10496 11896 17597 12563 16471  6253 14591
2856,18763 18059  1357  6577  8838  7931  7131  6285 19556   520
2868, 7989  4301  6823 13129 14662 12426 16433  4954  3698 15775
2873,14453 17715  2088 17515 20408 13188 20571  3418 11164  9034
2898, 9231 16583  4743 14033  6408  9003  9804 14904  7147 19075
2909, 1205 13288  6591 13735 15949 13370  2608   115  2596 17767
2917,11070  5100  7009 15669  2117 12599  5576  1719  8304 20169
2922, 1712 17281  6971  8041  1023  2085  9183 11006  2736 12988
2934, 7000  1041  1830  6925 20371 18547  3535  5674  7436 19352
2939,10848 12436  1591 14826 11369  6103  2873 20263 15474 18096
2957, 8749  5924   956  1063 15498 20242 11233  2765 12311  9963
2965,19075 14904 14597  5679  7321   394 11496 12940  9672 16583
2973,20242  8749 19243  2765 16973  1063 11257  6620 13542 17154
2988,12927 15410 18876 11369  3173 14826  9598 11283   624 15542
3025, 1849  1180 10259 17530  2489  8378  6139  2085  6442  4467
3043,  868 10848 14826  4949  5606  1111  7506  2997 20172 11943
3045, 3471 16398 12490 12766 16289 12612 13142  1727 20054   641
3049,12507  5722 11740 16484  5485 10089 20532 20359  8437 12765
3051,19662 18266  8956 12563 10496  3347  6892 17597 15578 17239
3086,16820 11070  3885  2780  5100  5881  2912 13550 15669  9291
3092,12311  2765 20242  5924 14765 13542  7811  8275 15438   956
3103,11357 12599  5100   660  3606 20268  4013 16820 10636 10629
3105, 2674  3885  8956 17239  9705 15578 10250  4965 11107 16820
3131, 8356 17200 15341 19814  2159 15886  3903 20366 15090  8138
3146, 3001 16820   797  5100  5606 16905 10269 15781  8304 20169
3183,12393 20242 12311  2765 14765  1063 13123  8275  7147   956
3192,14826  4910  1714 10269 11943 10848 12510   797 10591 16866
3196, 8138 15090  8539   405 11759 17200  4743 18361  4148  4058
3200,11286 15548 17748  5700 10446  1246 10347  2915 15392 18244
3201,16820  7009  2674 12639  5100  9705  2997  1719 17034  3463
3232,13980 15209  8956 14395  2740 13237  6253 18728   360 18381
3244, 6113  9205  7539  7133 12919   553 14313 19850 11870 14837
3245,  913  4072  5139  8781 18424  1039  2807 17897   682 12906
3246,15410 15893  6971 12927 13731  1591  2090  9278 12622  2518
3248, 3531  8417  6330 14996   901 17636  7045  3517  3075  2815
3263,14714 12393  5924  1063 20443 15498 15650  4052 11257  1373
3274,17663  6672  2551 10834  9473 12071 19969  3961 17635  4253
3278, 2740 13452 17034  2930 13368 17715 16923  8767  5928  2437
3287,12071  6672 15185  3961  7416 17635 11510  6624  9246 17241
3290, 4202  7545   699 17346 16866  1900  4720  1111 14378  1779
3292, 8956 12563 12436 13980 18096  2272 15578 10496 16471  6892
3320, 6925 20371  4526  3535  7000 19091  7436 19352 15624  5778
3326, 1014  4072 18899  7722  5527 19414 17404  7550 10659  7920
3329,11740  1023 10089  6823 17281 10591  2980  6433 13435   508
3334,17947  1180  9441 18409  6561 18763 10259 17131  9530 19173
3338, 2272 20263 18096 10567 13216 12436  2873 15259  6103 19055
3353, 1357  2090  9007  1828  9392 10930  7430  2085  1710  6435
3354,11774 17550  3410  2508   628 16080 10367 14907 16521  9003
3357,18254  1180 10259 18615  9183 18763  4710 14213  1935 15646
3386,19624 11157 10089  6496 11740 12507 16484  5020  8437   508
3394,18404  3860  1300  1060  9003  5474  5655  2508  7544 18361
3409,18617 17774  6892  4106  7485 14758 18266 20263  5089  8160
3415, 2674  5606  9705  1746   541  2780  8767 13139 11107  3885
3477,11286  5700 17748 10446 12472 18376 17383 18034  1246  9521
3482,17200  8138  4543 18361  7256  4148 18830 15341  8001  4347
3488,14826  4910 12510  5141  8866  1111 15204  2151  3519  8145
3497, 4743  9231  2508  8709  7544 16521  8045 18404  1060  8466
3511, 6971  1023 16866 15781 12507  1641 10706  3551 15090  7889
3523,17154  4189 14714 10834 18824 15650  4839 10100 17663  9834
3531, 1300   658 18404 18093  2236  2508 16012  8466 17563  8709
3532,14758 12563 10496  3347  8956 13980 15578 20263 11896  4106
3535, 8956  3885 15578 13980 14591   360 10264  2674 14395 11107
3547, 8749 15498 13542   956 12393 19243 20443 11233 13808 14765
3561, 2508 14907 16521  6971  9003 12931 10833  4743  1698  7544
3567,15578 10496 14758 18266 18096  8956 12436  2272 11896  6103
3571,18074 12639 13006  5100 12599  9941 17826  2780 11474  9826
3578,18051  7174 18794 18146   953  5796 16491  4881 18897 15682
3589,15578 18096 13980 10496 17774 19662 12436  2272  5089 18617
3596,10930  1357 16297  9441 18615 18763  8838 13043 19858 14375
3634,14758 18266 10496 17774 18672  6892 19662 18096 20263  7485
3645, 8138  4148  6695 15430  4743  4347 17560  4543  8169  8725
3650,11774 18615  4998 18254  1473 14375 15092 19858 10618 13043
3678,14826 10848   797  2272 10591 12510  4910 10269 14322  8866
3696, 7478  2204  5924 15779 15498 19733 19590  5649   362 17114
3704, 5100  3790  2912 20048 15053 16820 11357 17918  3885  5881
3711, 1020 11474  7765 19008  3375  4765  4720 14178  3996  4422
3712,17663  6672  8047  2551  9473  4672   663 17635  9834  4253
3720,20263 14758 18266  7485 17774 18617  2873  2272 12990 18672
3728, 6823 14360  7989  4301 17114 16083  9984 16673  4695 12910
3746, 6971  2132 19462  9441  3860 16583 16521  6220  9804  8112
3747,12075 18361  1898  9231  8138  8169  8356 17200  2508 11759
3759, 7989 14662 10833 13129 16673  4301  9346 11715 16536 10137
3780,14453  2088   436  3418 13188 17420  7577 14583  7400  2418
3784, 2088 19055  2272 18575 10013  4839 17715  5881  8573  2873
3798,14660   907 19391 15682 18843  9137 19230 12128  9413 12604
3805, 6408  9231 12623  4743  2508 16521  8709 16866 12639  7544
3807,15090  4058  3001 17138   830  3799  8539 15781 12721  3551
3808,  508  4301 16673  3698  7224  3001  7989 20163  4089  4954
3816, 1195 15669  3790 13550  6933 12599 16820 17701 18446  9291
3822, 7478 12393  5924 14826  2204  2765 15498  7506 19590 12526
3827, 2272 18266  2873 14758 13216  6103 10848  7485 17774 15474
3851,10848  2272  8491 14826  4910  1111 11943  8145   868  5606
3863, 9003  1357 10930  8885   520  8709 19556  7544 18059 14430
3872,10848  2497 14826  5606 15771  5572  2272 14008  3830   648
3875, 2117 17157   550 16820  9941 13006  5576 10250  2912 13034
3888,12393  8749  2765 12311 20443  8956  1063  4052 19243  3648
3893, 2931  4760 16551 12686  2758 15045 18072  9122 12737 19485
3898, 6892  2081  2740 18617 10684  2891 16471 17063 14899 15866
3910, 9804 10691  2132 16583  5023  8112 14509   394   387  6433
3916,16973 19398  4965 17334 12393 15701  2765 14765 10679  7147
3918,17663  9246 18856  2551 10834 11688  3242 15988 19969  5149
3933,13139 17239 10250 11107  3885   541  8956 20134  1746   573
3940,11233 17634  9913 13542 15779  8749 10100 12311 15650  1063
3944,10848  2272 14826 18096  2873 20172 20263   411 10269 10834
3946,17663  6672   663 12071  4672 15988  9473  3961 11510  1992
3954,20242 10013 16820 12599 13006 11070  6681 13550 15413  2674
3959, 2272 14758 18266 17239  4523 20263  8956 10496 15578  2873
3968,14826 10848 11943 20172 12510  8767 16601  8491 10711 16494
3969,12187 14190  9183  6472 12674  2736 13477 17530  2090   877
3971,10684 19055  4106  2891  5089  6494  8160 19385  6892 17063
3984, 9003  2508 16521  4743  6776  1060  8045 12931 12623 16708
4000, 1944 11916  8169  4148 12952  8356 18361 16433  7256 15301
4008,11740  1951 10833  5020 12393 20461  7147  8437  5722  9491
4013, 6672  8047 10834 17663  5606 15988  2551 12071  3242  4672
4023,14994  5685  5881 10807 13006  1482 12599 11474 11070 16820
4036,17709  2090 17281  6971  9007 11006  9183 14434  3650 10089
4058,11765  4258  4953  1328 17857 12249  9502  7064 15549  9349
4082,15781  1641 15090  4058 20169  3551 19602  1023 16866  6971
4091, 5606 16494 10848  1111  4910  7506 12510 11943 16601  5141
4112,13368  5031  3403  5846 17203 20287  9941  2317   667  7722
4119, 4526  1830  7436  3535 18547  5674 19352 15864 19091 15624
4124, 6672 17635  8047 12071 15185  7416 11510  9246 10577   724
4142,13237 17239 14395   360 18728 14591 13139 14758  3885 12563
4151, 3403 14994 18899  5031  5846 15495 12718 20268 15428 17203
4154, 1180 17530  1849   877  4467  6442  6139 14012 13435  4013
4165, 4743 16521  8045  8138 12075  4148 14907    56  6776  4800
4174, 2508 12623  9231 16521  4743  1060 18404 12931  8709 14907
4182,  405  8138 11074  7760 18830  8356 17200 10038  1944  4865
4186, 8749 14714 11233 19243 13542 12311 12393 13424 14765  4603
4188,12393 20242  8749 15498 10848  2765 18254 12311 13542 10591
4189,17239  8956 14758 18266  2272 12436  2873  3885 13139 13980
4193,17780 10081 18424  1039  6915 18464  1014 18377 20491 17897
4195, 8749 10269   797 12393 20242 14765 14360 20443 19243  7989
4216, 2272 20172  2873  1111  4910 18266 16494  6103 20134  5606
4226,19624  2085  5097  6496 17709  4799 13029   963 10089 19431
4231,20268 14994 19838 10636  7153  7394  3403  5031 12718   660
4236,16521 18404 11882  8600 13406  2730  3624  1365  1300 12666
4238,  520 20497 18426 19556 16930 15537   913  8838 11289  8950
4251, 9834   663  9246  4253 18824  5149 14147  2551 17414  6672
4256, 4910 20172  8145  7506  5606  8491 10711   868 12510  2497
4258,18743 15090 19466 14904 19305   830 16583  2665 13622  3799
4262, 2674  9705  1746   573 10250 13139 18649 14052 13101 10848
4265,17239  8956 15578 13237 11107 13980  6253 14758 14591  9705
4267,19075  4745 16457  6971  5023  9211 18743 14904 18361  1020
4293,11070  5881 13006 15669 12639 12599 13550 18074  9941  5100
4295, 2132  6971 14826  5606 10691  2272  1641 20172  1111  4058
4296, 3698  3001  4954  4359 15750  9903  2980  1290 11157 15775
