playlist_id,track_ids
957,11740   368  4079  8437 20532  5020  2203 12507  2783 16484
961, 9246 17663  3961  8047 15988  4253  9473 19969   663 10834
988, 8356  8138  5186  2274 16457  1944  8001 18490 17200 11133
994, 7539  1329 20262 15996  9175 10910  2638 10019 16288   195
1016, 6672  8047  3961 17663  9246 14907 10834 17635 18404 15988
1021,15410 10591   316 16494  5700  9278 12622 12804  8129  3105
1027, 6672  3961 18852  5965 14907 18645  7490 18404  6509  2508
1046,12599  5100 19398  5359  5633 16973  1056 15941 20242  3097
1057, 2090 12393 17530  9007  9963 17131  1180 10259  2765   877
1065,10848  8145  1111 20172 11943  7506 14826 16502  5606   868
1066, 3648 14765 12311  4965 15941  8138 16973 19243 17200  3622
1087,  797  1111 14826  4910 10591 15781 12639 13029  5606 16994
1092,14904 19075  4745  2665   394  2132  9804  9579  5023 19305
1099,14826 10848 12510 20172  5141  4910 10269 16494 15900   648
1103, 3698  4301  3001  4954  1023 14360   508  4359  7989  7889
1108,12173 15312  9670  9060 17764  3413 18289 12295  4255  2212
1115, 7989 14360 13129  4301  2980 17114 14662  9984  3698  9346
1120,10019  6113 10910 17138  9205  1886  1329  7133  1813 14313
1126,20172 14826  8145  5606  2497  4910  8491  7506   868   411
1129, 6915 18418 17404  7550 10659  5541  7722  4072 18899 10316
1147, 2186 12173  3413 15312 18057 19205 11654  9670  6197  8297
1163,12623  4743  2508  9231  7544 18404 12931  8709  6776  8045
1169,18404  9003 18361 11882   628    56  7544 14907  2508  1060
1174,12445 15752  2960 18802 12360 17080  6132 11174  6476  6017
1238,10848  7506 20172  5606  8145  4910 11369  5141  3830 12510
1254,11070  2780  5606  2674  5881  7009 10629 12599  2912  5100
1274, 2674 10848  5881 20134  5606  8956  8749  3885 13139 11070
1285, 9477  4301  9804  2980 12910  3876 14662 14360 12426 10346
1302, 1357 18763  1710 18963  7931 18615  9441  1850  8838 19173
1316,19733  3893 16451 15471  2887 15458 20415  9887 20491  5661
1319,18254  9441  9477  1473 14375 19858  5443  1641 14213 13043
1341, 8749 20242 12393 20443  2674 13542  2765 16973 17154  3648
1346, 4347 18830  8138  8356  8725  7256  4615 17200  1944  6343
1350, 9246 17663  6672  3242  2551  4253 18824  8672   663 15988
1353,13980  8956 15578 13237 14591  3885  6253 13139 17239 10264
1363,16494 10848  5606 14826 10591 20548 20172 20134  8491   411
1371, 8138 18361  1944 12075  4148  9231  2508 11759 16457   405
1379, 2085 17709 11006 12789  8692  1434  9530 17281  4433   877
1383, 1056 10913  9051 16583 13592   456 19773 16225  2132 11283
1390, 4743  8539  4058 14826  4523 10269 12436 15090 10848 11759
1398,13906  8996  9508  1247 13486  1156 18580 18854 12066  8114
1404,19075   394  2665  5023   387  4745 18743  8342  3799 19305
1415,15578 10496  6892 16471 12563 16199  8488  5725 12414 16630
1417, 5700 12472 17748 10446  9521 11227   820 18798  3803 17383
1454, 2132 16583  9804 10691 20461  6971  8112 14904 17657 14064
1456, 1111 17346  4433  9477 13251 14796 11176  1434 10259  5621
1463, 9060  9670  3413  7323 18026 16861  2186     6 18289 17764
1481,20172  8491 14826  2497  1641   411 20134  2272  8539  1111
1505, 9804  4839 10977 10691 17657 15386  3410 20120  6220 17550
1519,17034  1111   573 14826 10848   797  4910 12510 20287  3885
1524, 9007 17247 17131 17530 16583 11006  8378  7889  6220  8456
1534,16861 12173 19205 20121  6197  8297  2392 15312  3413 18026
1542,13908 12220 20417 12769 15108   214 17309 19295  6546 15694
1545,17281  2085 10089  1023   877  9183 13435 18254  1180  3650
1554,20172 14826  8491   411  7506  5606  8145   868 16494   648
1560,15312  9670 17764  7323 11654 18289  3413 14679  3832  4255
1588, 4774  9388 14907 10543 10521  3511  3685 19558 17586 12046
1590, 7375  6323 19723 15132 15328  7469  7029  1831  8644 17710
1601,20172 10848  7506  2497 16502  4401  8145  2919  8491   868
1637, 9003  8045  4743  9231  7544  8709 18404  6776  5474  1060
1639,18987 15386 12818 17550 14694 20351  5746 10367  9093  3410
1661, 5924 15498 15053 13542 12311 11233  8749 17634 14597  5100
1673, 4743  8138   405 18361 12075 17200  8356  1944  1898  3855
1679, 7153  5100   660 19838  3790 11357 12599   956 16601  3606
1682,14360  7989  2980 12910 14662 14615 10833  4301  3698 11715
1692,14907 12507 11157 15942   508  5020  1476  4774 11740  2508
1701, 6220  9183  1180 10259  6971 20461 17131  6139 17530 14659
1703, 5100 10706 15781  4026  1641  3551  5359 10708  7163  2912
1712,13034 18074 17826 11070  5881  2117 13550 20362 13006 15907
1713,20287  9941  3811  2997 13452 11070 10636 11896  1069 10496
1729, 4301  3698  3001 15750  7989 14360  4359 16083  1290 16673
1730, 6672  3961  9246 12071  8047  3242  7490  9473 15988 19969
1731,10019  9205 10910 11870  1886 16274 19396   553  1329 17138
1734,13980 17239  6253 14395 13237 14591 14758 16471 17597 12563
1740,15312  7323 11654  3413 17764     6 18289 16861  3919  2186
1742,10848 14826  8145 11943   868  7506 10711  4949  1422  4910
1747, 1329 13269  8486   836  3377  6780   513  1471 17321  8296
1755,11233 12311 13542  5924  8749 14668 17154 14714 15650 17634
1766,10848  2497 20172  2272   411  2873  6103 20263  5572 18266
1807,14826  8491   797  2497 20263  1111 15771 20134  3830  2873
1814,17383 17748 12804 15548 10446 19135 15503 16664 15392 11231
1820, 5817 18040  9229 12075 13862  3855  1247  4743 16008 10975
1852, 1710  2980 16297  7131 11157  1290  4812 20120  1357 14360
1854,10848 20172  2997  4910 11943  8491  5141 10711  2497 16494
1871,10511 13670   339  5965 12576 10916 19711  6672 12536  9246
1880,10496  8956 15578 17597 19662  6892 14859 12563 17239 13980
1881,13402 16433  1698 10855  2665  5679  4346  3876  9163  9672
1883, 9441  4812  4998 15410 12622 12237 11173   456 13731 18615
1885,10706  3790 12599  4013 15781 12639 10269  8304 14826 10848
1898,18254 18615 14213  1473  6577 13043 15092 20120  5443  4710
1904,12311 15498  5924   956 12393 11233  4603 15090 15650 17154
1907, 8956 13980 15578 13237  6253 18381 14395  3885 13139 10264
1912,16820 12599 15669 17918  2780  9941  1719  9826  5100 12639
1916, 8356  8138  1944 18361  4743  4148  4543  2508 18830  6695
1927, 8018 20242  2437   541  5881  2674  8749 11070  2765 14765
1953, 9003 18404 19462  1060 14907 12931 18361  9231 16708  8045
1958, 9003  6408 12623 14430  9257  7544 12931 15050  6776  5474
1959, 8356  4148 16457 17200 14907  8169  1898  2508 16521 12075
1963, 8956 13980 15578 14591  3885  6253 17239 13139 14395  2674
1967,17131 16583  6220  1849  5023  6442 19984  2132 20461  1180
1978,12173 15312  9670 17764  7323 11654  3413     6  9060  2186
1979, 1023  8437  6433 10089 11740  7889 20461  2134 20532 13435
1986,11157  1290  7989  4301 18262   817 16083  3698 14360 15775
2005,10848  4910 16601 12510 10269 16494 20172   868  8866  8145
2014,13368 10496 12718  8956 13452  5180 12425 10041 13980 16471
2015, 9804 14904 10691 16583 15750 19305  6971 20461  6433  4743
2022, 8342  5023 16331  8033  2665 14306 12119 12587 13593  9804
2042,16820  2780 10848  5100 12639   648 12393 20134 16601  7009
2061,10654  5165 11750 19536  5765  3694   344 18859  4734 10596
2068,15578 16471  8956 13980 11896  8229 12563 17034  6253 17114
2070,20172 14826  8491  2497  5606   411 16494  4910  7506  8145
2080,10591 16905   797 15542 10269 19602  6823  3519  5463  3698
2125, 8749  4965 10679 19398  5924 12311 13542  2765  4692 15701
2134,10496 13980  8956 11896 14758 15578  3347 19662 14591  8229
2142,  699  4202  4834 16866  1656 18421 12119 17281  2018 12587
2162,14826 10848  7506 10591 15542  1714 12510   797  1111 20172
2164,20172  7722 15781 14826 10636 12718  8491  1144  1231  5606
2171,10300 19243  3698 16433 13424 10591 13624 14097 19733   797
2174,10848 14826  7506  1111  8145 16601   868  8539  5141 20134
2180,15578 17239  6253   360 14395 18728  2674 12563 11366 15209
2185, 6925  3535  7436 19091  4087 15624  7000 16465 11282 20254
2213,11006  6971  1023  7989 10089 12910   508 14662  9441 11157
2227,10269 15781  1111 20169 16866 10706  4202 19602 16905  8345
2229, 8956 13980 15578 14591  2740 13237 18728 17239 17096 18381
2240, 9231  4839  4743  9003 16583 17281  8045  1023  7544  2508
2246,18266 20263  4839  4106 16583 17774 19055  7485  3347 11638
2251, 1898 12075  7197  3855 18040  4743  4916  6453 11759   405
2261,18440 11070  2674 19008   541 16820  5881  1020 12599 18074
2275, 1898    56  9003  2508  6776  8045  9229  4800 14907  8169
2277, 5606 10848   648   868 14826  7506 20172  4013  1111  4949
2278, 8956 13980 15578 14758 13237 17597 17239 12563  8229 10496
2280, 3001  4301  9903 11715 12910 16673 14360 15775  7989 16433
2292,10910  1813  1329 10019 19850  5675 12919  7539  9205 17138
2306,10848  5881 20172 14826 19555  8145 13034 12436  8573 20134
2307, 8047 17663 14360  7989  6672 17114 17635 17984 12910  4301
2312, 8356  1944 17200  4369  3860  1365  4543  6695 18830 19462
2322,12173     6 14679 12295  2212  3832  3212  9961 19654   865
2342, 5606 14826 10848  7506 20172  1111  8145 11943 10711  1714
2358,10269   797 19602    28  3189 20169  1290 13624   222  3698
2363,12393  1063  3648 15640 18191  6620 20468 17131  2984  6893
2364, 8956 13980 11366 17096  4364 13237 15578 18728 12563 17597
2371,16494 11740  6971  8437 10089  6220 12765 20461  9007  1951
2374,18852  3961  9882 14370 18645  8047 11510  6672  7416  7490
2375, 8956 15578  6253 14591 17239 14395   360 17096 18381 18728
2389,10848 14826  5606 11943  4910   868  7506  4949 15781 14453
2416,14826 20172 12510 10269  7506  2151   797  1523 19969   868
2420,11740 12507   508  1023 20532  5020  8437  6971 12765 16484
2431,14826 20172  4910  1111 11369   411 10711 16502 15771 15204
2433,18726  1290 19046 11157  1066   607 12426 13844  8507  2203
2444,19555 20242  5881  8822 16973 14765 15413  3648 17918  8573
2473,13908 20417 12769 15108 17309  7652  9345  5704 16325  6546
2484, 1195 14665 15499  4113 18493 17786 15710  5443  7009 13959
2515,12393 20242 16973 12311  4965  5881  5359  1714 12164 14765
2517, 8539 14826 10848  1714  7506 12510  1111 20172  4910  5606
2519,  648  8767  9941 16601 16820 20287 10848  2437 10636 14826
2524,13129  7989  3685 14360 14662 12910  6577 10833  2886  9984
2527,14826 10848  3830  4743  5141 16494  4514 10300 18418 11648
2545,12393 17780 18418 14765  2765 16338  3880 19243 17276 15360
2546, 9003  4743  9231  8709  8045  5881 12623  8466  7544  6776
2547,14178  8934  5534 19008 17586 10743  8138  3375 13622 12721
2559,18303 12243 10992 11507  7311 20007  8950  6492 18150  7459
2561,16583 14904 10691  2132   394  8112  1020 13622  5534  4765
2580, 7506 18266 18096 20172 12510  1111  5606  3830 12436  4910
2589, 6823 10089  8437 11740 20532  5020 18726  9903 14322 16484
2593,16820  5606   648 15669 17701  7009 13894  8953  2780  2997
2598, 2674 10250 11070  5576 14395 17239  8956 15558 10013  3885
2605, 8047  9246 12071 17663 15988  3242 17635 18852 10834 18645
2622, 9003 12623  8709  2508  9231  4743  7544 14430  6776  1060
2624,14322  3698  2980 19078  6823  1489 15775  1290 16083  2497
2634,12623  2508 16521 18404  9231 13670  8045  9257 16708  5655
2664,14904 16583  4745  7321  9804 19466 14306  5023 16100  9579
2665,14826  7506   648 10848   868 20172  1111  4910  2997 16601
2666,12426 15750  1290  2980  3698  4954 19991 16905  2153  6823
2680,20172 14826  1111   868  7506  4949  4910 10711 11943  2497
2696, 3811 10636  9941 17926 12718 13452  1746  8767  1069  5112
2697, 6971  6433  3698  8437  1951 17984 16083  4954  3001  1290
2713,18615  1473 14213 19858 14375 13043 10618 15092  5443  9441
2717,18404 14907 19462 18361 13670  8138  7544 16521  4148  9253
2727,13139 17239  3885  8956  2674 15578  6253 13237 13980 18381
2730,16673  4369  7989  4301 14360 13154  2508  5947  8640  1023
2732,10269 20242 20169 16601  7009  2912  3790  9291  1111 10706
2734,14360  3698 12910 10833 14662  2980  1290 16673   508 13129
2742,  797  1111  5606 12639  4910 16994 13029 14826 10706 15781
2769, 8145  1713  4720 18991   344 10596 11327   463  4379  4949
2777,10259 17530  6139  9183 17131 13435  6220 11006 11176   877
2793, 2665 14904 16583  4745  9804  9477 11029  1020 16100 11483
2807, 5881  5606  2674  8767   541 13550   648  9705 10250 17459
2817, 5734 17581 11317  8410  9403  6587  6170 12166 20546 15224
2829,12393 14765 19243 17203 13123  5031 20242 15428  1231 12311
2833, 7545 16866 17281 10706 16663  1713 19008 10438  5630  6788
2837,13980 15578 10496 13237 11896 16471  6253 12563 17239 18728
2856,18763 18059  1357  6577 18254  7931 19556   520  7131  8838
2868, 7989  4301 14662  3698 13129  4954  9984 10833 12426  6823
2873,14453 17715  2088  3418 20408 17515 20571  9034 11164  2418
2898, 9231  4743 16583 14033  9003  8045  9804  7544  2508  5023
2909,15949  1205 13370 13288 18575 13735 18100  2596  6591 13173
2917,11070  5100 12599  7009 15669  1719  2117  5576  8304  2780
2922, 6971 17281  1712 12988  8041  1023  9183  2085  6370 11006
2934, 6925  1830 18547 20371  7000  1041  5674  3535 19352 19091
2939,10848 12436 15474 14826  1591  8491 10591 11369  2873 20172
2957, 5924  8749   956  1063 15498 20242 11233  2765 12311  9963
2965,19075  5679 14904 14597  8358  5023  7321 12940 17634   394
2973,20242  8749 19243  2765 16973  1063 11257 13542  6620 13272
2988,12927 15410 11369  3173 18876 14826  4910 11283  1714 15542
3025, 1180  1849 17530  6971 10259  1935  2489 11006 17281  8378
3043,10848  5606 14826  1111   868  7506  4949  2997 20172 11943
3045, 3471 16398 12490 16289 12766 12612 20054  1727 13142   641
3049,11740 12507  5722 10089 20532 16484  5485  9491 12765  8437
3051,19662 12563  8956 18266 10496  3347  6892 17597 15578 17239
3086,16820 11070  3885  2674  2780  5881  2912  5100  3790 17918
3092,12311  2765 20242  5924 14765 13542  7811   956 19243  8275
3103, 5100 12599   660 11357  3606  2912 16820  4013 10629 20048
3105, 2674  3885 17239  8956  4965  9705 15578 10250 11107 16820
3131, 8356 17200 15341  8138 15090  2159 19814 15886  2274  2730
3146, 3001 16820   797  5606  5100 15781 16905 10269 19602  9291
3183,12393 12311 20242  2765  1063 20443  8275 13123 14765   956
3192,14826  4910 10269  1714 11943 10848 12510   797  3519 16866
3196, 8138 17200 11759 15090  8356   405 18361  4743  1944  4148
3200,11286 15548  5700 12804 17748 18244  1246 16664 10347  1777
3201,16820  2674  7009 12639  5100  9705  2997  1719 17034  3463
3232,13980  8956 15209 14395 13237  2740  6253 18381 18728 15578
3244, 6113 12919 14313   553  9205 11870 14837  7539 15996 16460
3245,  913 17897  5139   682 16024 12906 18424  1039  4072 12674
3246,15410 15893 12927  1591  2090 13731 12622  6971  9278  2518
3248, 6330  3531  7045  8417   901 14996 17636  2815  3517  8497
3263,14714 12393  5924  1063 15498 20443 15650  4052 11257 10419
3274,17663  6672  2551 10834  9473 19969 12071  3961  4253 17635
3278, 2930 13368  8767 13452  3811 17034  2437 11107 19699  2740
3287,12071  3961  7416 17635 15185 11510  6624 17241  9246  6672
3290, 7545  4202 16866 17346  1900  1111   699  1779  4910 10269
3292, 8956 12436 12563 13980 15578  2272 10496 18096 16471 17239
3320, 6925  4526 20371  3535 19352 19091  7000  7436  4087 15624
3326, 4072  5527 17404 19414 18899  1014  7722 10659  3648 19644
3329, 1023 10591  6823 11740 10089 17281  2980  3698  4954  4301
3334, 9441 17947  2090 17131  1180 19173  9183 18763 10259 13435
3338, 2272 20263 18096 13216 10567 15259  6103  2873 17984 15474
3353, 1357  2090  9007  1828 10930  1710  6285  2085  9392  7430
3354, 2508   628 17550 11774  3410  9003 16521 11882 14907  7544
3357,18254 18615  9183  1180 10259 18763  1935  4710  1473 10930
3386,19624 10089 11157  6496 11740 12507  5020  8437 16484  2134
3394,18404  3860  7544  9003  1060  2508  1300  5655 12623  2730
3409, 4106 18617 17774  6892  7485 18266 20263  5089  2272 18096
3415, 2674  5606  9705  1746   541 13139  8767  2780 11107  3885
3477,11286  5700 10446 17748 12472 17383  9521 18034 18376 14017
3482,17200  8138 18361  4148  4543  4743 18830 16457  7256  4774
3488,14826 12510  5141  8866  2151  3519 15204  4910 11943  1149
3497, 2508  4743  9231  7544 16521  8045  8709 18404  8466 16708
3511, 6971  1023 16866  1641 11740 10706  3551  5359 12507 15781
3523,10100 17154  4189 14714 15650 13542 18824 17663 10834  9473
3531, 1300 18404 17563  2508  2236  9003  7544 19690 16012   658
3532,14758 12563  3347 10496  8956 13980 15578 20263 12436 11896
3535, 8956  3885 13980 15578 14591   360  2674 10264 14395 11107
3547, 8749 15498 13542 19243   956 12393 20443 13808 11233 14765
3561, 2508  9003 16521 14907 10833  7544  1698  4743 12931  6971
3567,15578 14758 10496 18266 12436 18096 12563  8956  2272 18401
3571,18074 12639 13006  9941  5100 12599 17826 11474  2780  9826
3578,18051  7174   953    45  4881 18066 18146 20043 15682 18897
3589,15578 12436 13980 18096 19662 17774 10496 17239  2272 13216
3596,10930  9441  1357 18615 16297 18763  8838  1850 13531 13043
3634,14758 18266 10496 17774  6892 18672 20263 19662 18096 13216
3645, 8138  4148  4743  6695  4774 17560 12075  8169 14907 15430
3650,18615  1473 11774  9441  4998 14375 19858 18254 13043 15092
3678,14826 10848   797 14322 12510  4910  2272 10269 20172  8866
3696,15498  7478  2204 19733 15779  5924 19590   362  5649  4603
3704, 5100  3790  2912 20048 15053 16820 11357  2674  3885 17918
3711, 1020 11474  7765  3375  4765 19008 14178  4720 13550  4422
3712, 6672  8047 17663   663  2551  4253 17635  4672  3961  9473
3720,18266 20263 14758 17774 18617  7485  2873  2272 12990 13216
3728, 7989 14360  4301 17114  6823 16673  9984 16083 12910 10833
3746, 6971  2132 19462 16521 18361  3860  9441 16583  9804 18254
3747,12075 18361  8138  1944  9231  8169  1898  8356 17200 11759
3759, 7989 14662 10833  4301 13129  9346 16673 14615 10137 11715
3780,14453  2088   436  3418  7577 17420  5881  2418 10013  7400
3784, 2272  2088 19055 18575 10013  4839  2873 17715  8573  9003
3798,19391  9413 12128 14853  9137 15682 12146 19230 12604 12530
3805, 4743  9231 12623  6408  2508 16521  8709 12639 18404 16866
3807,15090  3001  4058  4026 15781 12721  3551  8539  3799  4954
3808,  508  7224 16673 12910  7989  4301  3685  8378 20163  2980
3816,13550 12599  1195 16820 18446 17701  1719 10112  9291  5881
3822, 7478 12393  5924 15498  2204 14826  2765  1063 19590  7506
3827, 2272 14758 13216  2873 10848 18266  6103  7485 11638 15474
3851,10848  2272  8491  8145   868 14826  3961  4910  8047  5606
3863, 9003  1357 10930   520  8885  8709 19556  8466 18059 14430
3872,10848  2497 14826  5606 15771   648  5572  2272 14008  3830
3875, 2117 16820  9941   550 17157  5576 10250  2912 13034  9291
3888,12393  8749  2765  2674 20443  1063  3648 12311 11257  4052
3893,16551  4760  2931  4055  1310  9122 15045 18072  5842 12737
3898, 6892 16471  2081  2891 14899 17063  2740 10684 11661 15866
3910, 9804 10691  2132 16583  5023  8112   394 14509   387  6433
3916,16973  4965 17334 15701 12393 19398  2765 10679 14765 16171
3918,17663  9246  2551 18856 10834 12868  3242 19969  4253  5149
3933,13139 17239 10250 11107  3885   541  8956 20134  1746   573
3940,11233 17634 13542 12311  8749 10100 15640 15779  9913 19243
3944,10848  2272 14826 20263 20172   411  8047  9246 18096  2873
3946,17663  6672  3961   663 12071 15988  9473 11510  4672  7416
3954,20242 12599 16820  2674 11070 10013 13006 15413   541  2780
3959, 2272 14758 17239 18266  4523 20263  8956 15578 10496  2873
3968,10848 14826 20172 11943 16601 12510  8491  8767 16494 10711
3969,12187  9183  2090 17530   877  1180 11006  2489 13477 14190
3971, 4106 10684 19055  5089  2891  6494  6892 19385  8749 11233
3984, 2508  9003 16521  4743  6776  8045 12623  1060 12931 16708
4000, 1944  4148  8356 18361  8169   405  8138 16433  1898 14149
4008,11740  7989 10833 12393  1951  7147 14765 10300  9441 19556
4013, 6672  8047 17663 10834  2551 15988  3242 12071  5606 18852
4023, 5881  5685 12599 13006 16820 11070  2367 19398  7009  4965
4036,17709  2090  6971 17281  9007  9183 11006 10089  8378  1935
4058,11765 17857  7145  7222 18643 10759  9349  7064  6991 12492
4082,15781  1641 15090 19602  4058 10706  3551 16866 19991  1023
4091, 5606 10848 16494  1111  4910  7506 12510 20172 11943 16601
4112,13368  5031  3403  9941 20287   667  3811  7722 11070  2317
4119, 4526  1830 18547  7436  3535  5674 19352 15864 19091  4087
4124, 8047  6672 17635 12071  7416  9580 15185  9246 17241 11510
4142,13237 17239 14395   360 14591 13139 14758  3885 18728 12563
4151,18899  3403  5031 12718 14994 15495 15428  5846 17203 20268
4154, 1180  1849  6442  6139 15646   877  4467 17281  9183 14012
4165, 4743  8045 16521 12075  8138  6776  4148    56 14907  4800
4174, 2508 12623  9231 16521  4743 18404  1060 14907  8709 12931
4182,  405  8138  8356  8749 14714 13542 17200  1944  4603 12311
4186, 8749 14714 13542 12311 11233 19243 14765 17634  4603 13424
4188,12393  8749 15498 12311 20242  2765 10848 17154 14714 18254
4189,17239  8956 14758 18266 12436  2272   541  3885 13139 13980
4193,17780 10081  1039  6915 18424 18464 20491 17651 19733 15931
4195, 8749 10269   797 12393 20242 14765 20443 19243  1063 14360
4216,20172  2272  4910  1111  2873 20134 18266 16494  5606  8539
4226, 2085 19624  6496 20169   963  4799 17709 13029  5097 16379
4231,20268 19838  7153 14994  7394 12718 10636  5031  5100  3551
4236,16521 18404  2730 13406  8600  1300 11882  3624  1365 14022
4238,  520 16930 19556 20497  8950 18426 15537  6529 11289  8838
4251, 9834   663  9246  4253 18824 14147  5149 17414  2551  8047
4256, 4910 20172  5606  7506  8145  8491 12510 10711 10269  2497
4258,18743 15090 14904 19466 13622  1020  3799  4765 16583 12721
4262, 2674  9705 10250   573 13139 14052  5606 10848  1746 11107
4265, 8956 17239 15578 13237 11107 13980  6253 14591 14758 10250
4267,16457 19075  4745 18361 18743  8138 14306  9211 17281   387
4293,11070  5881 13006 12639 12599 15669 13550  9941  9826  5100
4295, 6971  2132  5606 14826 10691  2272 20172  4910  1111  1641
4296, 3698  3001  4359  4954 15750  2980  9903  1290  8643 15775
